SITE ID II,SITEID,SITENAME,LONG,LAT,AREA,Sales Area,PRB 1,PRB 2,PRB 3,MAX PRB,EUT 1,EUT 2,EUT 3,MIN EUT
14KAJ047MACRO,14KAJ047,GEBANGKEREP,109.570999,-6.94474,CENTRAL JAVA,PEKALONGAN,  78.51 ,  99.76 ,  30.53 ,  99.76 ,  3.96 ,  1.03 ,  23.18 ,  1.03 
14SMG135MACRO,14SMG135,GEBANGSARI_PL,110.460999,-6.967056,CENTRAL JAVA,SEMARANG INNER,  38.53 ,  85.15 ,  51.09 ,  85.15 ,  18.75 ,  4.79 ,  14.68 ,  4.79 
14KDS005MACRO,14KDS005,GEBOG,110.845001,-6.72897,CENTRAL JAVA,KUDUS,  98.09 ,  81.83 ,  96.44 ,  98.09 ,  1.57 ,  4.39 ,  2.06 ,  1.57 
14UNR085MACRO,14UNR085,GEBUGAN_TBG,110.399002,-7.17731,CENTRAL JAVA,SEMARANG OUTER,  54.53 ,  27.71 ,  32.78 ,  54.53 ,  17.43 ,  22.88 ,  18.85 ,  17.43 
14SKH020MACRO,14SKH020,GEBYOG_RT,110.744003,-7.57463,CENTRAL JAVA,SOLO INNER,  98.16 ,  97.02 ,  97.59 ,  98.16 ,  2.30 ,  1.14 ,  2.69 ,  1.14 
14DMK106MACRO,14DMK106,GEDANG_ALAS_DMK_TB,110.71846,-6.91151,CENTRAL JAVA,KUDUS,  70.59 ,  66.57 ,  40.11 ,  70.59 ,  4.07 ,  6.00 ,  13.66 ,  4.07 
14BYL106MACRO,14BYL106,GEDANG_CANDI_BYL_CM,110.547523,-7.455933,CENTRAL JAVA,SOLO INNER,  99.43 ,  74.71 ,  32.73 ,  99.43 ,  0.96 ,  7.23 ,  31.28 ,  0.96 
14UNR124MACRO,14UNR124,GEDANGANAK_UNR_PL,110.413002,-7.144,CENTRAL JAVA,SEMARANG OUTER,  51.57 ,  40.36 ,  13.24 ,  51.57 ,  7.44 ,  13.08 ,  23.26 ,  7.44 
14SMG458MACRO,14SMG458,GEDAWANG2_SMG_PL,110.426102,-7.08986,CENTRAL JAVA,SEMARANG INNER,  14.85 ,  50.63 ,  79.45 ,  79.45 ,  40.25 ,  7.22 ,  6.74 ,  6.74 
14WNG030MACRO,14WNG030,GEDONG_TB,110.983002,-7.85778,CENTRAL JAVA,SOLO OUTER,  99.57 ,  98.55 ,  98.80 ,  99.57 ,  1.26 ,  2.90 ,  1.10 ,  1.10 
15YOG165MACRO,15YOG165,GEDONGKIWO_YOG_IB,110.351883,-7.82228,CENTRAL JAVA,YOGYAKARTA 1,  73.29 ,  90.96 ,  50.43 ,  90.96 ,  6.33 ,  4.46 ,  15.26 ,  4.46 
14SMG242MACRO,14SMG242,GEDONGSONGO_PL,110.388,-7.00022,CENTRAL JAVA,SEMARANG INNER,  58.88 ,  15.51 ,  24.89 ,  58.88 ,  10.73 ,  32.41 ,  24.64 ,  10.73 
14UNR046MACRO,14UNR046,GEDUNGANAKSM,110.417999,-7.14919,CENTRAL JAVA,SEMARANG OUTER,  44.79 ,  92.50 ,  49.06 ,  92.50 ,  12.85 ,  3.20 ,  16.08 ,  3.20 
15YOG060MACRO,15YOG060,GEDUNGKIWO,110.356102,-7.808667,CENTRAL JAVA,YOGYAKARTA 1,  39.20 ,  59.15 ,  74.94 ,  74.94 ,  15.37 ,  10.95 ,  8.88 ,  8.88 
14KAJ042MACRO,14KAJ042,GEJLIG_TB,109.589996,-7.00632,CENTRAL JAVA,PEKALONGAN,  99.35 ,  99.11 ,  99.79 ,  99.79 ,  1.47 ,  2.27 ,  0.70 ,  0.70 
14MGL054MACRO,14MGL054,GELANGAN2_MGL_PL,110.226151,-7.47512,CENTRAL JAVA,MAGELANG,  62.27 ,  10.96 ,  47.42 ,  62.27 ,  11.36 ,  38.45 ,  14.64 ,  11.36 
14TMG027MACRO,14TMG027,GEMAWANG_TB,110.154999,-7.19302,CENTRAL JAVA,MAGELANG,  80.26 ,  93.46 ,  95.84 ,  95.84 ,  10.53 ,  4.09 ,  3.50 ,  3.50 
14UNR170MACRO,14UNR170,GEMAWANG_UNR_IB,110.329399,-7.31982,CENTRAL JAVA,SEMARANG OUTER,  47.21 ,  34.97 ,  46.16 ,  47.21 ,  17.95 ,  11.34 ,  16.20 ,  11.34 
14WNG072MACRO,14WNG072,GEMBLEB_WNG_PL,111.024452,-7.84777,CENTRAL JAVA,SOLO OUTER,  95.09 ,  98.51 ,  96.95 ,  98.51 ,  3.32 ,  1.41 ,  1.93 ,  1.41 
14KLT030MACRO,14KLT030,GEMBLENGANMT,110.628998,-7.697962,CENTRAL JAVA,SOLO INNER,  22.72 ,  84.69 ,  78.22 ,  84.69 ,  31.66 ,  5.77 ,  5.89 ,  5.77 
14SLW026MACRO,14SLW026,GEMBONG_KLN_PL,109.142998,-6.93402,CENTRAL JAVA,TEGAL,  52.02 ,  51.65 ,  80.05 ,  80.05 ,  21.40 ,  14.02 ,  8.67 ,  8.67 
14PAT004MACRO,14PAT004,GEMBONG_TB,110.944,-6.71008,CENTRAL JAVA,PATI,  80.97 ,  67.21 ,  59.76 ,  80.97 ,  5.08 ,  9.56 ,  16.05 ,  5.08 
14SKH052MACRO,14SKH052,GEMBONGAN,110.752998,-7.557889,CENTRAL JAVA,SOLO INNER,  86.69 ,  87.07 ,  89.21 ,  89.21 ,  4.55 ,  1.89 ,  1.98 ,  1.89 
14UNR139MACRO,14UNR139,GEMBONGAN_KARANGJATI_UNR_PL,110.427544,-7.17808,CENTRAL JAVA,SEMARANG OUTER,  45.09 ,  66.64 ,  60.86 ,  66.64 ,  16.12 ,  10.49 ,  11.87 ,  10.49 
14UNR093MACRO,14UNR093,GEMBONGAN_PL,110.448997,-7.18544,CENTRAL JAVA,SEMARANG OUTER,  72.96 ,  77.26 ,  84.68 ,  84.68 ,  5.83 ,  5.38 ,  2.44 ,  2.44 
14KBM076MACRO,14KBM076,GEMEKSEKTI_KBM_PL,109.65139,-7.6575,CENTRAL JAVA,BANJARNEGARA,  91.95 ,  67.84 ,  95.00 ,  95.00 ,  2.91 ,  12.10 ,  3.19 ,  2.91 
14JPA117MACRO,14JPA117,GEMIRING_KIDUL2_JPA_PL,110.777382,-6.74691,CENTRAL JAVA,KUDUS,  71.86 ,  45.93 ,  92.57 ,  92.57 ,  11.09 ,  23.64 ,  4.81 ,  4.81 
14BAG017MACRO,14BAG017,GEMUH_BLADO_ST,109.864998,-7.0551,CENTRAL JAVA,PEKALONGAN,  73.17 ,  49.12 ,  55.52 ,  73.17 ,  9.97 ,  16.46 ,  11.62 ,  9.97 
14DMK090MACRO,14DMK090,GEMULAK_DMK_PL,110.534111,-6.9324,CENTRAL JAVA,KUDUS,  53.51 ,  73.23 ,  82.02 ,  82.02 ,  8.31 ,  5.63 ,  4.87 ,  4.87 
14JPA104MACRO,14JPA104,GEMULUNG_JPA_ST,110.725906,-6.70441,CENTRAL JAVA,KUDUS,  88.83 ,  97.78 ,  92.38 ,  97.78 ,  6.64 ,  0.35 ,  1.14 ,  0.35 
14UNR125MACRO,14UNR125,GENDANG_UNR_ML,110.466003,-7.32357,CENTRAL JAVA,SEMARANG OUTER,  52.89 ,  24.02 ,  48.67 ,  52.89 ,  12.61 ,  23.31 ,  15.13 ,  12.61 
14UNR050MACRO,14UNR050,GENDRU_IT,110.612,-7.3362,CENTRAL JAVA,SEMARANG OUTER,  83.43 ,  41.17 ,  62.62 ,  83.43 ,  1.91 ,  13.27 ,  10.17 ,  1.91 
14DMK087MACRO,14DMK087,GENENG_MIJEN_DMK_PL,110.712502,-6.85258,CENTRAL JAVA,KUDUS,  20.05 ,  96.69 ,  54.49 ,  96.69 ,  30.11 ,  2.31 ,  18.88 ,  2.31 
14SKH073MACRO,14SKH073,GENENG_ST,110.764999,-7.61996,CENTRAL JAVA,SOLO INNER,  92.63 ,  96.49 ,  99.03 ,  99.03 ,  3.51 ,  2.79 ,  1.97 ,  1.97 
14SKH054MACRO,14SKH054,GENTAN_BAKI_IB,110.783997,-7.57938,CENTRAL JAVA,SOLO INNER,  97.95 ,  94.60 ,  85.01 ,  97.95 ,  1.71 ,  4.00 ,  5.84 ,  1.71 
14SKH118MACRO,14SKH118,GENTAN_BAKI_SKH_TB,110.787498,-7.5849,CENTRAL JAVA,SOLO INNER,  72.56 ,  85.28 ,  62.88 ,  85.28 ,  4.86 ,  6.59 ,  4.95 ,  4.86 
14SKH045MACRO,14SKH045,GENTAN_PL,110.858002,-7.65522,CENTRAL JAVA,SOLO INNER,  98.50 ,  92.65 ,  96.61 ,  98.50 ,  2.68 ,  4.88 ,  3.50 ,  2.68 
14SKH137MACRO,14SKH137,GENTAN_SKH_TB,110.781601,-7.58469,CENTRAL JAVA,SOLO INNER,  88.89 ,  66.10 ,  42.45 ,  88.89 ,  6.65 ,  16.17 ,  27.49 ,  6.65 
14CLP057MACRO,14CLP057,GENTASARI,109.208,-7.58975,CENTRAL JAVA,PURWOKERTO,  84.93 ,  80.48 ,  85.95 ,  85.95 ,  4.96 ,  7.25 ,  8.00 ,  4.96 
14CLP031MACRO,14CLP031,GENTASARI_KROYA_PS,109.230011,-7.59687,CENTRAL JAVA,PURWOKERTO,  65.76 ,  81.51 ,  82.35 ,  82.35 ,  11.57 ,  4.39 ,  6.67 ,  4.39 
14UNR201MACRO,14UNR201,GENTING_UNR_TB,110.330841,-7.26913,CENTRAL JAVA,SEMARANG OUTER,  41.32 ,  32.39 ,  8.74 ,  41.32 ,  10.13 ,  27.67 ,  37.32 ,  10.13 
14KDS061MACRO,14KDS061,GENTUNGAN_LS,110.882004,-6.76022,CENTRAL JAVA,KUDUS,  87.27 ,  72.68 ,  67.11 ,  87.27 ,  5.15 ,  5.89 ,  7.95 ,  5.15 
14SMG045MACRO,14SMG045,GENUK,110.475998,-6.96481,CENTRAL JAVA,SEMARANG INNER,  76.54 ,  30.41 ,  70.79 ,  76.54 ,  5.30 ,  24.08 ,  11.59 ,  5.30 
14PWR033MACRO,14PWR033,GEPARANG,109.994003,-7.86979,CENTRAL JAVA,BANJARNEGARA,  91.33 ,  86.07 ,  79.32 ,  91.33 ,  3.80 ,  5.95 ,  6.58 ,  3.80 
14KDS088MACRO,14KDS088,GEPLAK_KDS_TB,110.8312,-6.773,CENTRAL JAVA,KUDUS,  97.92 ,  57.62 ,  94.66 ,  97.92 ,  2.62 ,  15.62 ,  1.34 ,  1.34 
14KLT010MACRO,14KLT010,GERGUNUNG,110.624001,-7.68603,CENTRAL JAVA,SOLO INNER,  78.08 ,  90.28 ,  57.36 ,  90.28 ,  5.72 ,  1.87 ,  13.02 ,  1.87 
14BAG115MACRO,14BAG115,GETAS_BAWANG_BAG_TB,109.916382,-7.08459,CENTRAL JAVA,PEKALONGAN,  34.34 ,  30.47 ,  70.94 ,  70.94 ,  31.33 ,  11.81 ,  9.69 ,  9.69 
14GRO073MACRO,14GRO073,GETAS_KERMAS_GRO_CM,110.689262,-7.10354,CENTRAL JAVA,PATI,  69.32 ,  80.89 ,  74.40 ,  80.89 ,  9.51 ,  9.05 ,  12.99 ,  9.05 
14KDS073MACRO,14KDS073,GETAS_PJTN_TB,110.845001,-6.82011,CENTRAL JAVA,KUDUS,  86.08 ,  95.93 ,  70.40 ,  95.93 ,  4.61 ,  3.35 ,  11.28 ,  3.35 
14UNR037MACRO,14UNR037,GETASAN,110.440002,-7.37716,CENTRAL JAVA,SEMARANG OUTER,  94.67 ,  67.79 ,  90.31 ,  94.67 ,  1.42 ,  9.72 ,  3.56 ,  1.42 
14KDS055MACRO,14KDS055,GETASRABI_PL,110.807999,-6.76479,CENTRAL JAVA,KUDUS,  99.13 ,  98.96 ,  98.96 ,  99.13 ,  1.39 ,  1.62 ,  1.22 ,  1.22 
14GRO025MACRO,14GRO025,GETASREJO_PS,110.919998,-7.07073,CENTRAL JAVA,PATI,  44.68 ,  54.98 ,  85.41 ,  85.41 ,  29.45 ,  19.76 ,  5.98 ,  5.98 
14PKL072MACRO,14PKL072,GG_16_PKL_BL,109.677963,-6.90383,CENTRAL JAVA,PEKALONGAN,  84.13 ,  60.73 ,  68.70 ,  84.13 ,  6.65 ,  19.61 ,  11.65 ,  6.65 
14BAG106MACRO,14BAG106,GG_CENDRAWASIH_BAG_IB,109.806282,-6.95203,CENTRAL JAVA,PEKALONGAN,  50.05 ,  54.15 ,  73.15 ,  73.15 ,  26.51 ,  14.99 ,  14.81 ,  14.81 
14PML125MACRO,14PML125,GG_KRESNA_PML_TB,109.515038,-6.93774,CENTRAL JAVA,TEGAL,  48.61 ,  82.63 ,  85.34 ,  85.34 ,  13.67 ,  4.34 ,  4.31 ,  4.31 
14PWT176MACRO,14PWT176,GG_KUBURAN_PWT_TB,109.163559,-7.41253,CENTRAL JAVA,PURWOKERTO,  50.31 ,  57.00 ,  77.12 ,  77.12 ,  12.17 ,  12.54 ,  4.04 ,  4.04 
14KAJ117MACRO,14KAJ117,GG_MAWAR_KAJ_TB,109.585747,-6.88823,CENTRAL JAVA,PEKALONGAN,  46.84 ,  73.92 ,  91.67 ,  91.67 ,  25.18 ,  10.88 ,  4.71 ,  4.71 
14SMG271MACRO,14SMG271,GGJAMBU_PS,110.339996,-7.02011,CENTRAL JAVA,SEMARANG INNER,  75.23 ,  73.89 ,  66.45 ,  75.23 ,  7.23 ,  8.18 ,  12.38 ,  7.23 
14SMG270MACRO,14SMG270,GGKUNER_BM,110.43,-6.96364,CENTRAL JAVA,SEMARANG INNER,  49.94 ,  52.59 ,  76.99 ,  76.99 ,  16.63 ,  16.81 ,  6.74 ,  6.74 
14SKH078MACRO,14SKH078,GGMELATI_PL,110.803001,-7.58775,CENTRAL JAVA,SOLO INNER,  58.85 ,  95.06 ,  94.87 ,  95.06 ,  17.36 ,  3.10 ,  2.75 ,  2.75 
14SMG272MACRO,14SMG272,GGROWOSARI_TB,110.292999,-6.97297,CENTRAL JAVA,SEMARANG INNER,  58.37 ,  50.12 ,  37.64 ,  58.37 ,  12.18 ,  17.99 ,  25.42 ,  12.18 
14UNR048MACRO,14UNR048,GHANESA,110.440002,-7.17362,CENTRAL JAVA,SEMARANG OUTER,  54.10 ,  50.49 ,  89.75 ,  89.75 ,  6.70 ,  12.45 ,  1.66 ,  1.66 
14DMK114MACRO,14DMK114,GILI_SARIMULYO_DMK_PL,110.683434,-6.98702,CENTRAL JAVA,KUDUS,  11.78 ,  21.74 ,  13.27 ,  21.74 ,  34.49 ,  23.96 ,  27.76 ,  23.96 
14PML085MACRO,14PML085,GINTUNG_PML_MT,109.532547,-6.87421,CENTRAL JAVA,TEGAL,  83.16 ,  49.63 ,  70.62 ,  83.16 ,  8.04 ,  20.28 ,  11.44 ,  8.04 
14CLP035MACRO,14CLP035,GINTUNG_REJA_PS,108.862,-7.579383,CENTRAL JAVA,PURWOKERTO,  88.05 ,  77.48 ,  88.99 ,  88.99 ,  4.21 ,  5.53 ,  4.91 ,  4.21 
14PML124MACRO,14PML124,GINTUNG_SIMA_PML_PL,109.236839,-7.14718,CENTRAL JAVA,TEGAL,  97.63 ,  77.18 ,  87.32 ,  97.63 ,  1.95 ,  7.44 ,  3.37 ,  1.95 
14SMG481MACRO,14SMG481,GIRI_MAKMUR_SMG_GH,110.389137,-7.09007,CENTRAL JAVA,SEMARANG INNER,  60.71 ,  18.16 ,  80.18 ,  80.18 ,  11.56 ,  26.69 ,  5.78 ,  5.78 
14WNG029MACRO,14WNG029,GIRIMARTO_TB,111.083,-7.78559,CENTRAL JAVA,SOLO OUTER,  97.33 ,  61.24 ,  25.87 ,  97.33 ,  1.88 ,  12.59 ,  5.36 ,  1.88 
15WAT023MACRO,15WAT023,GIRIMULYO_TB,110.190002,-7.800195,CENTRAL JAVA,YOGYAKARTA 2,  93.13 ,  97.21 ,  98.15 ,  98.15 ,  2.57 ,  1.39 ,  2.30 ,  1.39 
14WNG019MACRO,14WNG019,GIRIPURWO_LS,110.928001,-7.80867,CENTRAL JAVA,SOLO OUTER,  81.93 ,  74.17 ,  54.59 ,  81.93 ,  6.56 ,  4.42 ,  19.81 ,  4.42 
14BYL127MACRO,14BYL127,GIRIREJO_BYL_MT,110.657867,-7.38612,CENTRAL JAVA,SOLO INNER,  78.70 ,  47.17 ,  28.46 ,  78.70 ,  4.17 ,  15.79 ,  24.77 ,  4.17 
14WNG027MACRO,14WNG027,GIRITONTRO_TB,110.872002,-8.08565,CENTRAL JAVA,SOLO OUTER,  40.11 ,  26.08 ,  62.69 ,  62.69 ,  17.29 ,  28.41 ,  15.99 ,  15.99 
14WNG032MACRO,14WNG032,GIRIWONO_TB,110.915001,-7.80902,CENTRAL JAVA,SOLO OUTER,  83.40 ,  71.52 ,  46.03 ,  83.40 ,  8.81 ,  11.76 ,  18.86 ,  8.81 
14SMG109MACRO,14SMG109,GISIKDRONO,110.384003,-6.99282,CENTRAL JAVA,SEMARANG INNER,  72.06 ,  61.85 ,  50.93 ,  72.06 ,  5.53 ,  15.22 ,  15.10 ,  5.53 
14KDS146MACRO,14KDS146,GITJ_NGELO_KDS_MT,110.873672,-6.88513,CENTRAL JAVA,KUDUS,  34.86 ,  84.55 ,  98.29 ,  98.29 ,  29.27 ,  4.21 ,  2.64 ,  2.64 
15YOG009MACRO,15YOG009,GIWANGAN,110.389999,-7.83479,CENTRAL JAVA,YOGYAKARTA 1,  46.88 ,  92.92 ,  90.35 ,  92.92 ,  20.87 ,  1.44 ,  5.03 ,  1.44 
14SMG263MACRO,14SMG263,GJHMUNGKUR_IF,110.400002,-7.00998,CENTRAL JAVA,SEMARANG INNER,  59.29 ,  80.26 ,  57.00 ,  80.26 ,  10.16 ,  4.84 ,  11.89 ,  4.84 
14CLP052MACRO,14CLP052,GLEMPANGMAOS_TB,109.168999,-7.57639,CENTRAL JAVA,PURWOKERTO,  85.87 ,  67.80 ,  48.99 ,  85.87 ,  7.69 ,  15.60 ,  15.15 ,  7.69 
14CLP116MACRO,14CLP116,GLMPNGPASIR_CLP_TB,109.207779,-7.68142,CENTRAL JAVA,PURWOKERTO,  62.37 ,  71.55 ,  81.76 ,  81.76 ,  12.14 ,  10.49 ,  7.52 ,  7.52 
15WAT034MACRO,15WAT034,GN_GONDANG_WAT_PL,110.176262,-7.85701,CENTRAL JAVA,YOGYAKARTA 2,  59.10 ,  78.13 ,  62.81 ,  78.13 ,  13.85 ,  9.41 ,  16.51 ,  9.41 
14PAT051MACRO,14PAT051,GNGSARI_MT,110.950996,-6.61623,CENTRAL JAVA,PATI,  78.73 ,  79.68 ,  71.18 ,  79.68 ,  4.20 ,  3.17 ,  6.84 ,  3.17 
14CLP125MACRO,14CLP125,GNGSIMPING_CLP_MT,109.02961,-7.69621,CENTRAL JAVA,PURWOKERTO,  54.38 ,  62.12 ,  47.14 ,  62.12 ,  24.13 ,  15.51 ,  17.74 ,  15.51 
14SKH068MACRO,14SKH068,GODOG_RT,110.888,-7.652789,CENTRAL JAVA,SOLO INNER,  73.95 ,  99.02 ,  67.50 ,  99.02 ,  10.73 ,  1.55 ,  11.92 ,  1.55 
14GRO002MACRO,14GRO002,GODONG,110.763,-7.02449,CENTRAL JAVA,PATI,  87.97 ,  90.38 ,  94.45 ,  94.45 ,  3.73 ,  3.51 ,  2.91 ,  2.91 
14STG015MACRO,14STG015,GOGODALEM,110.552002,-7.23037,CENTRAL JAVA,SEMARANG OUTER,  94.54 ,  56.50 ,  56.78 ,  94.54 ,  1.66 ,  10.71 ,  10.45 ,  1.66 
14UNR168MACRO,14UNR168,GOLAK_KENTENG_UNR_MT,110.359703,-7.22529,CENTRAL JAVA,SEMARANG OUTER,  8.46 ,  15.27 ,  17.54 ,  17.54 ,  47.35 ,  36.18 ,  32.85 ,  32.85 
14KDS022MACRO,14KDS022,GOLANTEPUS_TB,110.889,-6.8181,CENTRAL JAVA,KUDUS,  44.47 ,  76.35 ,  79.53 ,  79.53 ,  19.69 ,  4.25 ,  3.42 ,  3.42 
14KLT040MACRO,14KLT040,GOMBANGCAWAS,110.705002,-7.72867,CENTRAL JAVA,SOLO INNER,  72.45 ,  90.14 ,  85.05 ,  90.14 ,  5.51 ,  2.36 ,  1.01 ,  1.01 
14SMG003MACRO,14SMG003,GOMBEL,110.423103,-7.0416,CENTRAL JAVA,SEMARANG INNER,  98.64 ,  66.28 ,  70.85 ,  98.64 ,  0.61 ,  7.49 ,  6.03 ,  0.61 
14KBM001MACRO,14KBM001,GOMBONG,109.515999,-7.61025,CENTRAL JAVA,BANJARNEGARA,  83.33 ,  75.02 ,  62.24 ,  83.33 ,  7.27 ,  11.07 ,  15.29 ,  7.27 
14KBM008MACRO,14KBM008,GOMBONGBARAT,109.494003,-7.60969,CENTRAL JAVA,BANJARNEGARA,  71.67 ,  59.97 ,  83.13 ,  83.13 ,  13.54 ,  14.92 ,  7.33 ,  7.33 
14BAG050MACRO,14BAG050,GOMBONGBTG_TB,109.862,-6.99941,CENTRAL JAVA,PEKALONGAN,  20.08 ,  33.20 ,  70.89 ,  70.89 ,  49.43 ,  42.67 ,  11.07 ,  11.07 
14SMG245MACRO,14SMG245,GONDANG_TMBLG_TB,110.4431,-7.06755,CENTRAL JAVA,SEMARANG INNER,  45.21 ,  57.87 ,  72.64 ,  72.64 ,  18.55 ,  16.35 ,  10.87 ,  10.87 
14WNO052MACRO,14WNO052,GONDANG_WNO_PL,109.9795,-7.37311,CENTRAL JAVA,MAGELANG,  17.44 ,  49.70 ,  81.06 ,  81.06 ,  49.60 ,  15.84 ,  8.52 ,  8.52 
14KLT051MACRO,14KLT051,GONDANGKLT,110.522003,-7.703611,CENTRAL JAVA,SOLO INNER,  88.44 ,  61.25 ,  83.43 ,  88.44 ,  2.79 ,  7.08 ,  3.99 ,  2.79 
14KDS056MACRO,14KDS056,GONDANGMANIS_LS,110.865997,-6.75405,CENTRAL JAVA,KUDUS,  86.61 ,  71.08 ,  48.01 ,  86.61 ,  5.92 ,  8.93 ,  20.83 ,  5.92 
14KLT052MACRO,14KLT052,GONDANGSELATAN,110.554001,-7.74203,CENTRAL JAVA,SOLO INNER,  53.19 ,  61.53 ,  79.63 ,  79.63 ,  5.27 ,  13.28 ,  4.98 ,  4.98 
14TMG037MACRO,14TMG037,GONDANGWAYANG_TB,110.143997,-7.245167,CENTRAL JAVA,MAGELANG,  96.65 ,  97.36 ,  99.07 ,  99.07 ,  1.54 ,  1.37 ,  0.85 ,  0.85 
14KDS032MACRO,14KDS032,GONDOARUM,110.960999,-6.79525,CENTRAL JAVA,KUDUS,  80.05 ,  93.21 ,  75.47 ,  93.21 ,  6.91 ,  4.00 ,  8.98 ,  4.00 
15YOG088MACRO,15YOG088,GONDOKUSUMAN_BM,110.3881,-7.78781,CENTRAL JAVA,YOGYAKARTA 1,  90.42 ,  34.17 ,  16.00 ,  90.42 ,  3.09 ,  22.31 ,  32.70 ,  3.09 
15YOG023MACRO,15YOG023,GONDOMANAN,110.370102,-7.80418,CENTRAL JAVA,YOGYAKARTA 1,  62.78 ,  61.94 ,  60.55 ,  62.78 ,  6.50 ,  8.39 ,  8.18 ,  6.50 
14SMG450MACRO,14SMG450,GONDORIO_BARAT_SMG_TB,110.318077,-7.00438,CENTRAL JAVA,SEMARANG INNER,  20.76 ,  68.59 ,  55.50 ,  68.59 ,  29.71 ,  11.28 ,  10.52 ,  10.52 
15YOG021MACRO,15YOG021,GONDOSULI,110.3871,-7.792056,CENTRAL JAVA,YOGYAKARTA 1,  44.14 ,  67.58 ,  60.07 ,  67.58 ,  15.51 ,  8.28 ,  8.88 ,  8.28 
14SKH036MACRO,14SKH036,GONILAN,110.761002,-7.54921,CENTRAL JAVA,SOLO INNER,  86.47 ,  71.11 ,  57.88 ,  86.47 ,  5.03 ,  8.77 ,  14.39 ,  5.03 
15YOG071MACRO,15YOG071,GONJEN_PL,110.331001,-7.8242,CENTRAL JAVA,YOGYAKARTA 1,  46.12 ,  91.77 ,  53.44 ,  91.77 ,  15.08 ,  3.20 ,  11.27 ,  3.20 
14PWR010MACRO,14PWR010,GRABAGPWRJ_TB,109.910004,-7.80128,CENTRAL JAVA,BANJARNEGARA,  97.95 ,  92.38 ,  89.74 ,  97.95 ,  2.67 ,  4.66 ,  4.18 ,  2.67 
14SMG247MACRO,14SMG247,GRAHASAPTA_TB,110.422096,-7.06353,CENTRAL JAVA,SEMARANG INNER,  51.38 ,  40.35 ,  72.76 ,  72.76 ,  14.82 ,  14.13 ,  6.64 ,  6.64 
14SKH124MACRO,14SKH124,GRAJEGAN_SKH_BM,110.765694,-7.74776,CENTRAL JAVA,SOLO INNER,  93.68 ,  92.50 ,  61.29 ,  93.68 ,  4.65 ,  4.26 ,  15.82 ,  4.26 
14UNR063MACRO,14UNR063,GRANDCANDI,110.423012,-7.01625,CENTRAL JAVA,SEMARANG INNER,  -   ,  -   ,  -   ,  -   ,  ,  ,  ,  
14KND101MACRO,14KND101,GRENDEM_KND_CM,110.291946,-7.09175,CENTRAL JAVA,SEMARANG INNER,  80.49 ,  55.47 ,  80.90 ,  80.90 ,  3.15 ,  10.15 ,  4.01 ,  3.15 
14PWT047MACRO,14PWT047,GRENDENG,109.260002,-7.40863,CENTRAL JAVA,PURWOKERTO,  90.42 ,  85.36 ,  95.24 ,  95.24 ,  4.53 ,  3.44 ,  3.25 ,  3.25 
14KBM022MACRO,14KBM022,GRENGGENG_MT,109.536003,-7.610286,CENTRAL JAVA,BANJARNEGARA,  86.22 ,  84.20 ,  69.49 ,  86.22 ,  5.68 ,  6.39 ,  11.93 ,  5.68 
14KDS087MACRO,14KDS087,GRIBIG_KDS_MT,110.824043,-6.78703,CENTRAL JAVA,KUDUS,  91.10 ,  97.22 ,  67.33 ,  97.22 ,  4.75 ,  2.68 ,  4.11 ,  2.68 
14SMG329MACRO,14SMG329,GRIBIK_SMG_TB,110.377998,-7.02459,CENTRAL JAVA,SEMARANG INNER,  78.41 ,  44.52 ,  57.64 ,  78.41 ,  9.07 ,  23.18 ,  13.26 ,  9.07 
14BAG002MACRO,14BAG002,GRINGSING,109.934998,-6.952103,CENTRAL JAVA,PEKALONGAN,  99.01 ,  66.32 ,  91.32 ,  99.01 ,  1.50 ,  3.67 ,  2.34 ,  1.50 
14BRS106MACRO,14BRS106,GRINTING_BRS_TB,108.931717,-6.8731,CENTRAL JAVA,TEGAL,  96.76 ,  53.13 ,  66.79 ,  96.76 ,  4.40 ,  18.09 ,  15.04 ,  4.40 
14SKH172MACRO,14SKH172,GRIYA_AMANDA_SKH_PL,110.845093,-7.69274,CENTRAL JAVA,SOLO INNER,  90.96 ,  77.55 ,  83.42 ,  90.96 ,  4.38 ,  5.46 ,  3.21 ,  3.21 
14SMG470MACRO,14SMG470,GRIYA_ASRI_SMG_MT,110.489723,-6.98652,CENTRAL JAVA,SEMARANG INNER,  73.30 ,  62.88 ,  85.21 ,  85.21 ,  5.89 ,  11.05 ,  4.26 ,  4.26 
14KLT115MACRO,14KLT115,GRIYA_PRIMA_KLT_GH,110.625809,-7.67988,CENTRAL JAVA,SOLO INNER,  54.71 ,  50.01 ,  35.84 ,  54.71 ,  10.54 ,  8.97 ,  23.26 ,  8.97 
14SLW129MACRO,14SLW129,GROBOG_WETAN_SLW_PL,109.158707,-6.96369,CENTRAL JAVA,TEGAL,  69.98 ,  61.80 ,  43.02 ,  69.98 ,  10.99 ,  16.74 ,  17.32 ,  10.99 
14GRO011MACRO,14GRO011,GROBOGAN_TB,110.918999,-7.039306,CENTRAL JAVA,PATI,  71.12 ,  65.39 ,  96.39 ,  96.39 ,  12.66 ,  13.31 ,  1.84 ,  1.84 
14SKH106MACRO,14SKH106,GROGOL2_SKH_MT,110.802307,-7.63172,CENTRAL JAVA,SOLO INNER,  56.43 ,  98.93 ,  65.00 ,  98.93 ,  17.92 ,  1.62 ,  6.04 ,  1.62 
