SITE ID II,SITEID,SITENAME,LONG,LAT,AREA,Sales Area,PRB 1,PRB 2,PRB 3,MAX PRB,EUT 1,EUT 2,EUT 3,MIN EUT
14SLW106MACRO,14SLW106,GROGOL_SLW_PL,109.130058,-6.89978,CENTRAL JAVA,TEGAL,  41.20 ,  78.03 ,  97.21 ,  97.21 ,  29.50 ,  9.48 ,  3.31 ,  3.31 
14PAT074MACRO,14PAT074,GROWONG_KIDUL_PAT_PL,111.133797,-6.71328,CENTRAL JAVA,PATI,  52.07 ,  11.80 ,  51.85 ,  52.07 ,  22.57 ,  38.81 ,  21.08 ,  21.08 
14CLP064MACRO,14CLP064,GRUGU_TB,108.912003,-7.655198,CENTRAL JAVA,PURWOKERTO,  97.78 ,  59.66 ,  86.57 ,  97.78 ,  1.97 ,  11.50 ,  5.71 ,  1.97 
14PBG009MACRO,14PBG009,GUALAWA,109.290001,-7.22889,CENTRAL JAVA,BANJARNEGARA,  89.38 ,  94.22 ,  98.17 ,  98.17 ,  3.58 ,  3.72 ,  0.84 ,  0.84 
14GRO018MACRO,14GRO018,GUBUG_TB,110.664001,-7.05388,CENTRAL JAVA,PATI,  95.75 ,  98.44 ,  91.90 ,  98.44 ,  3.11 ,  2.26 ,  2.81 ,  2.26 
14SLW016MACRO,14SLW016,GUCI_TB,109.163002,-7.19874,CENTRAL JAVA,TEGAL,  56.43 ,  12.54 ,  93.56 ,  93.56 ,  10.10 ,  29.25 ,  4.26 ,  4.26 
14KDS027MACRO,14KDS027,GULANG_TB,110.851997,-6.83146,CENTRAL JAVA,KUDUS,  97.72 ,  70.50 ,  98.82 ,  98.82 ,  2.30 ,  4.40 ,  0.94 ,  0.94 
14PWT031MACRO,14PWT031,GUMELAR,108.977997,-7.37348,CENTRAL JAVA,PURWOKERTO,  93.99 ,  98.97 ,  90.28 ,  98.97 ,  2.90 ,  1.50 ,  4.56 ,  1.50 
14PWT208MACRO,14PWT208,GUMELAR_PWT_TB,109.389412,-7.61407,CENTRAL JAVA,PURWOKERTO,  83.13 ,  81.18 ,  69.14 ,  83.13 ,  5.16 ,  5.50 ,  10.81 ,  5.16 
14CLP043MACRO,14CLP043,GUMILIR,109.040009,-7.67602,CENTRAL JAVA,PURWOKERTO,  79.33 ,  93.45 ,  98.22 ,  98.22 ,  7.16 ,  4.07 ,  2.48 ,  2.48 
14CLP126MACRO,14CLP126,GUMILIR_CLP_TB,109.047371,-7.6816,CENTRAL JAVA,PURWOKERTO,  87.47 ,  98.69 ,  66.56 ,  98.69 ,  6.74 ,  1.72 ,  11.42 ,  1.72 
14BJN031MACRO,14BJN031,GUMIWANG_TB,109.605003,-7.40679,CENTRAL JAVA,BANJARNEGARA,  79.60 ,  77.23 ,  79.42 ,  79.60 ,  5.94 ,  10.59 ,  8.81 ,  5.94 
14PBG037MACRO,14PBG037,GUMIWANGPBG_TB,109.467003,-7.4088,CENTRAL JAVA,BANJARNEGARA,  98.80 ,  99.16 ,  39.27 ,  99.16 ,  1.65 ,  0.84 ,  26.45 ,  0.84 
14SKH113MACRO,14SKH113,GUMPANG_SKH_TB,110.751778,-7.56775,CENTRAL JAVA,SOLO INNER,  97.62 ,  85.46 ,  93.43 ,  97.62 ,  2.92 ,  7.22 ,  3.12 ,  2.92 
14RBG018MACRO,14RBG018,GUNEM_TB,111.457001,-6.79333,CENTRAL JAVA,PATI,  74.65 ,  47.42 ,  87.99 ,  87.99 ,  10.57 ,  16.57 ,  5.11 ,  5.11 
15SMN240MACRO,15SMN240,GUNGAN_SMN_MT,110.443497,-7.65778,CENTRAL JAVA,YOGYAKARTA 2,  60.87 ,  72.17 ,  61.78 ,  72.17 ,  8.15 ,  5.68 ,  8.61 ,  5.68 
14DMK027MACRO,14DMK027,GUNTUR_DMK,110.615997,-6.97809,CENTRAL JAVA,KUDUS,  84.53 ,  92.38 ,  52.86 ,  92.38 ,  2.97 ,  2.50 ,  20.94 ,  2.50 
14MKD133MACRO,14MKD133,GUNUH_KEMAH_MKD_PL,110.289124,-7.54654,CENTRAL JAVA,MAGELANG,  89.61 ,  65.32 ,  62.05 ,  89.61 ,  1.85 ,  7.83 ,  7.42 ,  1.85 
14PWT090MACRO,14PWT090,GUNUNG_LURAH_EB,109.138,-7.372368,CENTRAL JAVA,PURWOKERTO,  82.02 ,  99.09 ,  89.64 ,  99.09 ,  6.90 ,  0.89 ,  3.38 ,  0.89 
14SMG056MACRO,14SMG056,GUNUNG_PATI,110.361099,-7.085417,CENTRAL JAVA,SEMARANG INNER,  82.77 ,  75.31 ,  82.33 ,  82.77 ,  3.95 ,  9.18 ,  4.30 ,  3.95 
14SMG121MACRO,14SMG121,GUNUNG_SAWO,110.406998,-6.99586,CENTRAL JAVA,SEMARANG INNER,  78.58 ,  46.66 ,  48.24 ,  78.58 ,  2.90 ,  23.29 ,  10.08 ,  2.90 
14CLP062MACRO,14CLP062,GUNUNGBARIBIS,108.844002,-7.430639,CENTRAL JAVA,PURWOKERTO,  94.31 ,  94.74 ,  94.54 ,  94.74 ,  2.03 ,  2.44 ,  1.44 ,  1.44 
14PWT016MACRO,14PWT016,GUNUNGDEPOK,109.251999,-7.55016,CENTRAL JAVA,PURWOKERTO,  98.95 ,  66.56 ,  86.61 ,  98.95 ,  1.33 ,  5.62 ,  4.33 ,  1.33 
14SMG239MACRO,14SMG239,GUNUNGPATI_PL,110.4011,-7.05398,CENTRAL JAVA,SEMARANG INNER,  73.95 ,  61.35 ,  44.93 ,  73.95 ,  10.69 ,  11.63 ,  15.36 ,  10.69 
14BAG091MACRO,14BAG091,GUNUNGSARI_BAG_ST,109.921516,-7.11666,CENTRAL JAVA,PEKALONGAN,  55.34 ,  98.71 ,  88.56 ,  98.71 ,  17.43 ,  1.99 ,  2.54 ,  1.99 
14PAT029MACRO,14PAT029,GUNUNGWUNGKAL_TB,110.987,-6.57041,CENTRAL JAVA,PATI,  64.24 ,  50.21 ,  77.55 ,  77.55 ,  7.13 ,  12.67 ,  6.98 ,  6.98 
14BYL034MACRO,14BYL034,GUWOKEMUSUK,110.709,-7.28622,CENTRAL JAVA,SOLO INNER,  99.54 ,  97.94 ,  98.57 ,  99.54 ,  0.98 ,  2.52 ,  1.54 ,  0.98 
14PAT042MACRO,14PAT042,GUWOPATI_TB,110.980003,-6.67944,CENTRAL JAVA,PATI,  89.85 ,  61.67 ,  36.05 ,  89.85 ,  3.46 ,  9.83 ,  12.75 ,  3.46 
14PAT038MACRO,14PAT038,GUYANGAN_TB,111.098,-6.7324,CENTRAL JAVA,PATI,  72.51 ,  63.13 ,  77.51 ,  77.51 ,  7.43 ,  8.68 ,  6.57 ,  6.57 
14KDS021MACRO,14KDS021,HADIPOLO_KN,110.896004,-6.79472,CENTRAL JAVA,KUDUS,  36.01 ,  72.82 ,  48.77 ,  72.82 ,  24.70 ,  10.17 ,  19.59 ,  10.17 
14KND100MACRO,14KND100,HARJO_GEDE_KND_CM,110.302727,-7.12533,CENTRAL JAVA,SEMARANG INNER,  49.68 ,  55.87 ,  35.40 ,  55.87 ,  17.47 ,  12.64 ,  24.04 ,  12.64 
14UNR110MACRO,14UNR110,HARJOSARI_MT,110.431999,-7.22553,CENTRAL JAVA,SEMARANG OUTER,  69.69 ,  44.22 ,  81.94 ,  81.94 ,  2.32 ,  19.16 ,  4.87 ,  2.32 
14DMK083MACRO,14DMK083,HARJOWINANGUN_2_DMK_ST,110.743439,-6.92814,CENTRAL JAVA,KUDUS,  80.17 ,  74.62 ,  84.53 ,  84.53 ,  4.02 ,  7.06 ,  2.65 ,  2.65 
14SMG055MACRO,14SMG055,HASANUDDIN,110.413002,-6.96821,CENTRAL JAVA,SEMARANG INNER,  71.51 ,  38.82 ,  56.54 ,  71.51 ,  10.27 ,  18.00 ,  12.64 ,  10.27 
14PKL041MACRO,14PKL041,HDAFAMPKL,109.664001,-6.901803,CENTRAL JAVA,PEKALONGAN,  77.36 ,  65.52 ,  44.57 ,  77.36 ,  8.74 ,  10.55 ,  25.76 ,  8.74 
15YOG027MACRO,15YOG027,HEWAN_MT,110.383102,-7.7681,CENTRAL JAVA,YOGYAKARTA 2,  5.02 ,  4.76 ,  14.18 ,  14.18 ,  47.99 ,  34.27 ,  25.58 ,  25.58 
14KDS100MACRO,14KDS100,HONGGOSOCO_KDS_TB,110.89624,-6.78414,CENTRAL JAVA,KUDUS,  43.47 ,  49.80 ,  50.11 ,  50.11 ,  27.94 ,  24.64 ,  20.19 ,  20.19 
14KDS048MACRO,14KDS048,HONGGOWONGSO_TB,110.917,-6.785,CENTRAL JAVA,KUDUS,  94.43 ,  94.76 ,  90.31 ,  94.76 ,  4.00 ,  2.06 ,  4.19 ,  2.06 
14UNR148MACRO,14UNR148,HORTIMAT_BAWEN_UNR_CM,110.422119,-7.23938,CENTRAL JAVA,SEMARANG OUTER,  26.26 ,  82.59 ,  44.19 ,  82.59 ,  23.16 ,  6.25 ,  14.28 ,  6.25 
14KDS067MACRO,14KDS067,HOSEKAR_PL,110.851997,-6.7998,CENTRAL JAVA,KUDUS,  68.31 ,  47.31 ,  50.68 ,  68.31 ,  14.12 ,  12.74 ,  21.87 ,  12.74 
14KLT137MACRO,14KLT137,HOTEL_BIMA_KLT_PL,110.616768,-7.69917,CENTRAL JAVA,SOLO INNER,  40.89 ,  85.16 ,  45.21 ,  85.16 ,  9.59 ,  2.59 ,  10.46 ,  2.59 
14SMG152MACRO,14SMG152,HOTEL_GUMAYA,110.418999,-6.97765,CENTRAL JAVA,SEMARANG INNER,  29.78 ,  27.51 ,  51.79 ,  51.79 ,  21.13 ,  24.22 ,  2.29 ,  2.29 
15YOG092MACRO,15YOG092,HOTELPRIMA_IN,110.362099,-7.7909,CENTRAL JAVA,YOGYAKARTA 1,  81.31 ,  79.88 ,  66.93 ,  81.31 ,  3.09 ,  6.14 ,  9.64 ,  3.09 
14SLW112MACRO,14SLW112,HRJOSARILOR_SLW_CM,109.122536,-6.943989,CENTRAL JAVA,TEGAL,  81.26 ,  91.37 ,  96.19 ,  96.19 ,  6.83 ,  5.13 ,  3.94 ,  3.94 
15YOG008MACRO,15YOG008,HSANTIKAYGJ,110.370102,-7.78225,CENTRAL JAVA,YOGYAKARTA 1,  67.16 ,  62.76 ,  16.34 ,  67.16 ,  10.98 ,  10.70 ,  38.79 ,  10.70 
14STG009MACRO,14STG009,HTL_BERINGIN_SALATIGA_ST,110.503998,-7.3322,CENTRAL JAVA,SEMARANG OUTER,  97.44 ,  80.76 ,  89.61 ,  97.44 ,  1.09 ,  5.68 ,  4.58 ,  1.09 
14TGL018MACRO,14TGL018,HTLALEXANDER,109.134003,-6.869662,CENTRAL JAVA,TEGAL,  48.87 ,  80.24 ,  59.52 ,  80.24 ,  24.31 ,  7.03 ,  17.47 ,  7.03 
15YOG024MACRO,15YOG024,HTLTENTREM,110.369102,-7.773583,CENTRAL JAVA,YOGYAKARTA 1,  95.93 ,  68.59 ,  88.40 ,  95.93 ,  1.74 ,  12.47 ,  3.62 ,  1.74 
14SMG165MACRO,14SMG165,INDOSATSMG,110.420998,-6.98956,CENTRAL JAVA,SEMARANG INNER,  61.25 ,  55.31 ,  80.73 ,  80.73 ,  14.52 ,  14.00 ,  6.07 ,  6.07 
14SLW146MACRO,14SLW146,INDRA_PRASTA_SLW_PS,109.118057,-6.994167,CENTRAL JAVA,TEGAL,  64.94 ,  95.07 ,  90.33 ,  95.07 ,  14.55 ,  2.05 ,  5.82 ,  2.05 
14BRS063MACRO,14BRS063,INDRAJAYA_TB,108.778,-7.17321,CENTRAL JAVA,TEGAL,  45.36 ,  97.82 ,  99.31 ,  99.31 ,  17.79 ,  2.02 ,  1.86 ,  1.86 
14GRO080MACRO,14GRO080,ISMI_TIRTA_GRO_TB,110.778793,-6.963,CENTRAL JAVA,PATI,  53.47 ,  46.54 ,  66.58 ,  66.58 ,  19.47 ,  23.72 ,  9.73 ,  9.73 
14SMG250MACRO,14SMG250,JABUNGAN_MN,110.451103,-7.0916,CENTRAL JAVA,SEMARANG OUTER,  35.37 ,  36.97 ,  21.74 ,  36.97 ,  16.66 ,  22.92 ,  30.62 ,  16.66 
14PWT188MACRO,14PWT188,JAFA_JAYA_PWT_ST,109.249443,-7.37473,CENTRAL JAVA,PURWOKERTO,  90.91 ,  96.71 ,  91.49 ,  96.71 ,  3.78 ,  2.64 ,  5.21 ,  2.64 
14SMG031MACRO,14SMG031,JAGALAN_SMG,110.429001,-6.98379,CENTRAL JAVA,SEMARANG INNER,  69.39 ,  72.73 ,  64.25 ,  72.73 ,  8.03 ,  12.15 ,  9.64 ,  8.03 
14DMK019MACRO,14DMK019,JAGALANRAYA_TB,110.5121,-7.02071,CENTRAL JAVA,KUDUS,  93.73 ,  72.85 ,  83.10 ,  93.73 ,  1.18 ,  10.45 ,  5.42 ,  1.18 
14BRS027MACRO,14BRS027,JAGAPURA_PS,108.876999,-6.93076,CENTRAL JAVA,TEGAL,  99.78 ,  96.03 ,  99.26 ,  99.78 ,  1.42 ,  2.02 ,  0.42 ,  0.42 
14KAJ049MACRO,14KAJ049,JAGUNG_TB,109.539001,-7.0167,CENTRAL JAVA,PEKALONGAN,  45.44 ,  98.18 ,  68.92 ,  98.18 ,  28.23 ,  1.24 ,  5.69 ,  1.24 
15YOG050MACRO,15YOG050,JAKAL_YOG,110.380096,-7.761289,CENTRAL JAVA,YOGYAKARTA 2,  64.70 ,  47.49 ,  15.70 ,  64.70 ,  10.83 ,  19.03 ,  22.25 ,  10.83 
14PAT033MACRO,14PAT033,JAKEN_TB,111.237,-6.77625,CENTRAL JAVA,PATI,  91.62 ,  75.38 ,  37.88 ,  91.62 ,  2.72 ,  7.39 ,  20.84 ,  2.72 
14PAT032MACRO,14PAT032,JAKENAN,111.154999,-6.7607,CENTRAL JAVA,PATI,  26.15 ,  33.67 ,  29.42 ,  33.67 ,  39.04 ,  28.63 ,  30.33 ,  28.63 
14KAJ116MACRO,14KAJ116,JALI_DADIREJO_KAJ_TB,109.626022,-6.9054,CENTRAL JAVA,PEKALONGAN,  62.77 ,  76.93 ,  63.59 ,  76.93 ,  16.96 ,  9.55 ,  14.34 ,  9.55 
14KLT060MACRO,14KLT060,JAMBAKAN_TB,110.667,-7.780417,CENTRAL JAVA,SOLO INNER,  94.46 ,  95.35 ,  45.35 ,  95.35 ,  5.03 ,  2.71 ,  19.59 ,  2.71 
14PAT092MACRO,14PAT092,JAMBEAN_KIDUL_PAT_TB,110.980293,-6.8089,CENTRAL JAVA,PATI,  30.69 ,  8.31 ,  19.29 ,  30.69 ,  39.88 ,  50.23 ,  32.82 ,  32.82 
14KLT146MACRO,14KLT146,JAMBEYAN_KLT_PL,110.610748,-7.64952,CENTRAL JAVA,SOLO INNER,  87.61 ,  60.74 ,  93.44 ,  93.44 ,  3.43 ,  9.57 ,  1.30 ,  1.30 
14UNR031MACRO,14UNR031,JAMBU,110.366997,-7.27784,CENTRAL JAVA,SEMARANG OUTER,  83.88 ,  82.68 ,  5.25 ,  83.88 ,  3.87 ,  3.85 ,  33.45 ,  3.85 
14UNR128MACRO,14UNR128,JAMBU_2_UNR_PL,110.364357,-7.28881,CENTRAL JAVA,SEMARANG OUTER,  46.24 ,  64.07 ,  41.43 ,  64.07 ,  18.99 ,  8.70 ,  18.84 ,  8.70 
15YOG090MACRO,15YOG090,JAMBULUWUK_KIN,110.372101,-7.79759,CENTRAL JAVA,YOGYAKARTA 1,  81.15 ,  82.18 ,  70.58 ,  82.18 ,  5.38 ,  2.85 ,  9.16 ,  2.85 
14CLP047MACRO,14CLP047,JAMBUSARI,109.035004,-7.56759,CENTRAL JAVA,PURWOKERTO,  96.45 ,  97.28 ,  99.73 ,  99.73 ,  2.21 ,  1.49 ,  1.09 ,  1.09 
14TMG053MACRO,14TMG053,JAMPIROSO_TMG_MT,110.182762,-7.31546,CENTRAL JAVA,MAGELANG,  88.31 ,  65.87 ,  57.74 ,  88.31 ,  2.70 ,  9.82 ,  19.53 ,  2.70 
14BRS090MACRO,14BRS090,JANEGARA_PS,109.047997,-6.947083,CENTRAL JAVA,TEGAL,  66.24 ,  98.95 ,  93.11 ,  98.95 ,  7.47 ,  1.49 ,  5.25 ,  1.49 
14SMG114MACRO,14SMG114,JANGLISIMPONI_PL,110.442001,-7.03369,CENTRAL JAVA,SEMARANG INNER,  51.44 ,  27.74 ,  53.83 ,  53.83 ,  12.16 ,  26.05 ,  14.18 ,  12.16 
14SMG093MACRO,14SMG093,JANGLITLAWAH_PL,110.427002,-7.02341,CENTRAL JAVA,SEMARANG INNER,  66.02 ,  62.29 ,  67.28 ,  67.28 ,  9.93 ,  13.26 ,  12.09 ,  9.93 
14CLP167MACRO,14CLP167,JANGRANA_CLP_PL,109.058777,-7.63698,CENTRAL JAVA,PURWOKERTO,  48.92 ,  50.23 ,  75.96 ,  75.96 ,  20.41 ,  14.04 ,  6.13 ,  6.13 
14RBG025MACRO,14RBG025,JAPEREJO_TB,111.450996,-6.75007,CENTRAL JAVA,PATI,  77.41 ,  68.38 ,  89.49 ,  89.49 ,  5.34 ,  12.36 ,  5.11 ,  5.11 
14WNO010MACRO,14WNO010,JARAKSARI,109.896004,-7.38314,CENTRAL JAVA,MAGELANG,  48.20 ,  80.73 ,  96.55 ,  96.55 ,  21.83 ,  7.86 ,  2.09 ,  2.09 
14WNO044MACRO,14WNO044,JARAKSARI_WNO_PS,109.90107,-7.37275,CENTRAL JAVA,MAGELANG,  82.88 ,  84.30 ,  61.72 ,  84.30 ,  8.21 ,  8.65 ,  15.06 ,  8.21 
14BYL037MACRO,14BYL037,JATENKLEGO,110.692001,-7.38165,CENTRAL JAVA,SOLO INNER,  54.56 ,  87.67 ,  75.20 ,  87.67 ,  8.58 ,  1.08 ,  8.70 ,  1.08 
14BAG111MACRO,14BAG111,JATI_BAHAGIA_BAG_TB,109.808189,-6.92988,CENTRAL JAVA,PEKALONGAN,  39.71 ,  62.83 ,  53.84 ,  62.83 ,  31.28 ,  10.69 ,  14.85 ,  10.69 
14BRS002MACRO,14BRS002,JATIBARANGBRBS,109.055,-6.96558,CENTRAL JAVA,TEGAL,  99.51 ,  99.47 ,  99.63 ,  99.63 ,  1.39 ,  1.18 ,  1.02 ,  1.02 
14SLW034MACRO,14SLW034,JATIBOGOR,109.236,-6.90192,CENTRAL JAVA,TEGAL,  56.54 ,  78.11 ,  98.82 ,  98.82 ,  17.34 ,  9.38 ,  2.40 ,  2.40 
14BRS110MACRO,14BRS110,JATIBRGLOR_BRS_PL,109.06601,-6.9674,CENTRAL JAVA,TEGAL,  90.88 ,  93.51 ,  84.79 ,  93.51 ,  4.68 ,  2.16 ,  5.29 ,  2.16 
14GRO090MACRO,14GRO090,JATIHARJO_GRO_TB,111.063606,-7.14956,CENTRAL JAVA,PATI,  44.80 ,  18.51 ,  80.19 ,  80.19 ,  25.15 ,  39.32 ,  7.35 ,  7.35 
14UNR145MACRO,14UNR145,JATIJAJAR_UNR_GH,110.425056,-7.20572,CENTRAL JAVA,SEMARANG OUTER,  79.89 ,  88.95 ,  87.25 ,  88.95 ,  2.67 ,  1.37 ,  1.37 ,  1.37 
14KDS049MACRO,14KDS049,JATIKUDUS_MT,110.839996,-6.83259,CENTRAL JAVA,KUDUS,  87.98 ,  75.51 ,  83.19 ,  87.98 ,  3.22 ,  9.03 ,  5.50 ,  3.22 
14KDS054MACRO,14KDS054,JATIKULON_KN,110.829002,-6.823742,CENTRAL JAVA,KUDUS,  75.11 ,  86.04 ,  34.24 ,  86.04 ,  6.88 ,  6.55 ,  31.04 ,  6.55 
14PWT012MACRO,14PWT012,JATILAWANG_TB,109.120003,-7.53414,CENTRAL JAVA,PURWOKERTO,  83.95 ,  85.92 ,  85.40 ,  85.92 ,  2.45 ,  7.38 ,  7.98 ,  2.45 
15WAT029MACRO,15WAT029,JATIMULYO_TB,110.143997,-7.74349,CENTRAL JAVA,YOGYAKARTA 2,  85.25 ,  64.74 ,  17.51 ,  85.25 ,  6.04 ,  7.37 ,  31.34 ,  6.04 
14SLW015MACRO,14SLW015,JATINEGARA_TB,109.244003,-7.06122,CENTRAL JAVA,TEGAL,  81.43 ,  80.61 ,  99.14 ,  99.14 ,  7.37 ,  8.59 ,  1.54 ,  1.54 
14PWR048MACRO,14PWR048,JATINGARANG_PWR_PL,109.91227,-7.73706,CENTRAL JAVA,BANJARNEGARA,  26.28 ,  76.69 ,  70.20 ,  76.69 ,  32.71 ,  9.31 ,  13.47 ,  9.31 
14KLT004MACRO,14KLT004,JATINOM,110.600998,-7.63081,CENTRAL JAVA,SOLO INNER,  76.76 ,  95.06 ,  26.25 ,  95.06 ,  4.66 ,  2.06 ,  26.48 ,  2.06 
14GRO051MACRO,14GRO051,JATIPOHON_TB,110.933998,-6.98803,CENTRAL JAVA,PATI,  96.26 ,  84.70 ,  99.43 ,  99.43 ,  1.89 ,  5.44 ,  1.56 ,  1.56 
14WNG034MACRO,14WNG034,JATIPURWO,111.137001,-7.79434,CENTRAL JAVA,SOLO OUTER,  97.55 ,  84.82 ,  83.65 ,  97.55 ,  1.59 ,  6.71 ,  3.02 ,  1.59 
14PML135MACRO,14PML135,JATIREJO_RAYA_PML_TB,109.519753,-6.88673,CENTRAL JAVA,TEGAL,  60.34 ,  68.28 ,  77.12 ,  77.12 ,  12.05 ,  14.91 ,  8.74 ,  8.74 
14WNG026MACRO,14WNG026,JATIROTO_WNG,111.100998,-7.88084,CENTRAL JAVA,SOLO OUTER,  64.91 ,  96.63 ,  90.00 ,  96.63 ,  13.27 ,  1.03 ,  4.94 ,  1.03 
14PML087MACRO,14PML087,JATIROYOM_PML_GT,109.486343,-7.0228,CENTRAL JAVA,TEGAL,  77.02 ,  97.25 ,  89.77 ,  97.25 ,  9.29 ,  3.45 ,  4.02 ,  3.45 
14WNG004MACRO,14WNG004,JATISRONO,111.128998,-7.82519,CENTRAL JAVA,SOLO OUTER,  80.74 ,  81.12 ,  51.30 ,  81.12 ,  6.79 ,  8.19 ,  22.33 ,  6.79 
14KDS079MACRO,14KDS079,JATIWETAN_KDS_MT,110.820999,-6.8452,CENTRAL JAVA,KUDUS,  78.30 ,  84.75 ,  93.60 ,  93.60 ,  6.58 ,  5.98 ,  4.15 ,  4.15 
14SMG030MACRO,14SMG030,JAVAMALL,110.431999,-7.00647,CENTRAL JAVA,SEMARANG INNER,  46.02 ,  45.96 ,  -   ,  46.02 ,  11.40 ,  10.19 ,  ,  10.19 
14PML104MACRO,14PML104,JEBED_UTARA_PML_EB,109.413872,-6.92049,CENTRAL JAVA,TEGAL,  44.04 ,  88.55 ,  51.53 ,  88.55 ,  25.98 ,  4.86 ,  18.82 ,  4.86 
14BRS037MACRO,14BRS037,JEJEG,109.074997,-7.171389,CENTRAL JAVA,TEGAL,  95.66 ,  98.63 ,  99.44 ,  99.44 ,  2.93 ,  1.90 ,  1.20 ,  1.20 
14GRO016MACRO,14GRO016,JEKETRO,110.704002,-7.09816,CENTRAL JAVA,PATI,  70.44 ,  98.57 ,  97.38 ,  98.57 ,  12.42 ,  2.25 ,  1.79 ,  1.79 
14KDS006MACRO,14KDS006,JEKULO,110.916,-6.80468,CENTRAL JAVA,KUDUS,  72.68 ,  41.06 ,  80.31 ,  80.31 ,  9.67 ,  21.07 ,  6.09 ,  6.09 
14PKL033MACRO,14PKL033,JELAMPRANG_BL,109.68,-6.880187,CENTRAL JAVA,PEKALONGAN,  98.91 ,  84.56 ,  61.60 ,  98.91 ,  1.73 ,  5.69 ,  9.16 ,  1.73 
14KBM087MACRO,14KBM087,JELARANG_KBM_TB,109.674744,-7.64794,CENTRAL JAVA,BANJARNEGARA,  65.53 ,  74.28 ,  27.58 ,  74.28 ,  11.64 ,  7.96 ,  32.18 ,  7.96 
14KLT057MACRO,14KLT057,JELOBO,110.752998,-7.644333,CENTRAL JAVA,SOLO INNER,  82.93 ,  87.61 ,  67.43 ,  87.61 ,  0.55 ,  1.90 ,  1.38 ,  0.55 
14BAG019MACRO,14BAG019,JEMAWU_TIMUR_EB,109.714996,-6.97312,CENTRAL JAVA,PEKALONGAN,  74.29 ,  70.08 ,  96.02 ,  96.02 ,  9.35 ,  7.25 ,  3.35 ,  3.35 
14KBM051MACRO,14KBM051,JEMUR_MT,109.660004,-7.62519,CENTRAL JAVA,BANJARNEGARA,  68.49 ,  99.01 ,  98.99 ,  99.01 ,  10.23 ,  1.34 ,  1.27 ,  1.27 
14PWR007MACRO,14PWR007,JENAR,109.996002,-7.82247,CENTRAL JAVA,BANJARNEGARA,  92.05 ,  60.65 ,  94.22 ,  94.22 ,  5.86 ,  15.13 ,  3.31 ,  3.31 
14PWR052MACRO,14PWR052,JENAYA_PWR_PL,110.014618,-7.71471,CENTRAL JAVA,BANJARNEGARA,  82.83 ,  69.99 ,  71.27 ,  82.83 ,  6.49 ,  13.23 ,  12.89 ,  6.49 
14UNR163MACRO,14UNR163,JENGGLONG_KRANDOR_UNR_PL,110.564682,-7.34869,CENTRAL JAVA,SEMARANG OUTER,  84.68 ,  25.21 ,  24.63 ,  84.68 ,  2.65 ,  24.12 ,  25.25 ,  2.65 
14KDS097MACRO,14KDS097,JEPANG_PAKIS_KDS_PL,110.858719,-6.825083,CENTRAL JAVA,KUDUS,  73.47 ,  40.24 ,  81.09 ,  81.09 ,  6.27 ,  26.43 ,  8.82 ,  6.27 
14CLP133MACRO,14CLP133,JEPARAWETAN_CLP_CM,109.243752,-7.65352,CENTRAL JAVA,PURWOKERTO,  75.02 ,  89.45 ,  87.49 ,  89.45 ,  8.12 ,  5.23 ,  5.38 ,  5.23 
14CLP119MACRO,14CLP119,JERKLEGIKLN_CLP_CM,109.013786,-7.58578,CENTRAL JAVA,PURWOKERTO,  43.26 ,  73.24 ,  62.57 ,  73.24 ,  18.38 ,  12.30 ,  11.47 ,  11.47 
14CLP008MACRO,14CLP008,JERUKLEGI,109.023003,-7.61381,CENTRAL JAVA,PURWOKERTO,  96.70 ,  12.16 ,  99.62 ,  99.62 ,  2.99 ,  45.94 ,  1.34 ,  1.34 
14KDS011MACRO,14KDS011,JETAK,110.793999,-6.78886,CENTRAL JAVA,KUDUS,  99.45 ,  93.16 ,  96.21 ,  99.45 ,  1.02 ,  3.89 ,  3.04 ,  1.02 
14PAT078MACRO,14PAT078,JETAK_ANGKATAN_LOR_PAT_CM,111.055389,-6.83984,CENTRAL JAVA,PATI,  36.62 ,  36.36 ,  32.21 ,  36.62 ,  30.29 ,  27.60 ,  33.79 ,  27.60 
14UNR159MACRO,14UNR159,JETAK_GETASAN_UNR_PS,110.490402,-7.39109,CENTRAL JAVA,SEMARANG OUTER,  92.06 ,  73.47 ,  53.97 ,  92.06 ,  0.24 ,  9.59 ,  7.89 ,  0.24 
14UNR096MACRO,14UNR096,JETAK_MT,110.376999,-7.22293,CENTRAL JAVA,SEMARANG OUTER,  61.03 ,  52.89 ,  40.74 ,  61.03 ,  14.40 ,  10.37 ,  18.98 ,  10.37 
14UNR053MACRO,14UNR053,JETAK_SALATIGA,110.480003,-7.41148,CENTRAL JAVA,SOLO INNER,  98.99 ,  68.57 ,  60.70 ,  98.99 ,  0.47 ,  5.96 ,  5.51 ,  0.47 
14GRO022MACRO,14GRO022,JETAKSARI_KN,111.018997,-7.12887,CENTRAL JAVA,PATI,  38.49 ,  85.09 ,  76.91 ,  85.09 ,  18.28 ,  4.50 ,  8.93 ,  4.50 
14KLT111MACRO,14KLT111,JETIS2_KLT_BM,110.54287,-7.67629,CENTRAL JAVA,SOLO INNER,  48.00 ,  77.63 ,  61.97 ,  77.63 ,  17.99 ,  4.21 ,  9.19 ,  4.21 
