site_id,site_name,longitude,latitude,kecamatan,MICRO_CLUSTER,CLUSTER,SALES_AREA,AREA,Population Covered,Revenue,Sec 1 Azimuth,Sec 2 Azimuth,Sec 3 Azimuth
03TSK044,PAKUNCEN_IB,108.355,-7.33244,CIAMIS,MC-BANJAR,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  9,217 ","  85,825,480 ",340,45,275
03TSK048,RANCAKOLE_EB,108.55155,-7.3715,PATARUMAN,MC-BANJAR,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  9,681 ","  43,392,402 ",90,180,285
03TSK049,GAPURA_BOLONYOT_PL,108.53267,-7.35714,PURWAHARJA,MC-BANJAR,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  10,528 ","  26,244,255 ",60,240,320
03TSK058,WARUNG_BUAH_TB,108.488,-7.3854,BANJAR,MC-BANJAR,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  39,609 ","  80,342,189 ",20,95,290
03TSK060,RANDEGAN_PL,108.56941,-7.3533,PURWAHARJA,MC-BANJAR,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  8,376 ","  64,770,841 ",70,125,220
03TSK061,UNIGAL_CIAMIS_IB,108.353997,-7.314475,CIAMIS,MC-BANJAR,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  9,437 ","  74,809,640 ",90,260,355
03TSK062,ALUN_ALUN_CIAMIS_PL,108.3563,-7.32539,CIAMIS,MC-BANJAR,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  4,869 ","  57,900,298 ",0,80,295
03TSK063,SINDANG_LAYA_TB,108.61,-7.4714,PAMARICAN,MC-BANJAR,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  7,778 ","  69,696,297 ",25,125,275
03TSK065,PURWAHARJA_NEW_TB,108.540799,-7.358478,PURWAHARJA,MC-BANJAR,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  7,902 ","  34,962,992 ",60,180,300
03TSM069,TERMINALBANJAR,108.533056,-7.369389,BANJAR,MC-BANJAR,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  5,899 ","  63,029,043 ",140,275,350
13PGD0065,MB_PANGANDARAN_HS,108.65210,-7.69304,PANGANDARAN,MC-BANJAR,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  1,139,780 ",NULL,NULL,NULL
03COW066,MWJRO_PURBAYANI,107.483232,-7.523891,CARINGIN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  31,880,900 ",130,235,320
03GRT001,KADUNGORA,107.8983,-7.09603,KADUNGORA,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  22,371 ","  51,186,251 ",10,180,270
03GRT002,AMOSIS_TB,107.7411,-7.2185,PASIRWANGI,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  28,420 ","  23,343,068 ",50,110,300
03GRT003,CIAROK,107.9325,-7.0369,BLUBUR LIMBANGAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  20,740 ","  129,143,591 ",90,260,330
03GRT004,CIPANAS_GRT_TB,107.883028,-7.183889,TAROGONG KALER,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  21,434 ","  118,834,896 ",10,180,270
03GRT005,GARUT,107.90435,-7.21634,GARUT KOTA,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  18,637 ","  106,849,770 ",90,180,320
03GRT006,MALANGBONG_TB,108.090164,-7.056747,MALANGBONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  17,258 ","  76,841,807 ",0,150,270
03GRT007,TEJOWARINGIN_TB,107.924871,-7.306873,CILAWU,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  28,420 ","  66,692,567 ",130,210,340
03GRT008,SANCANG,107.8909,-7.70189,CIBALONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  18,768 ","  103,285,180 ",100,200,300
03GRT009,LELES_TB,107.89387,-7.13382,LELES,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  16,954 ","  51,686,186 ",0,160,225
03GRT010,RANDUKURUNG_TB,107.997171,-7.049702,CIBATU,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  16,631 ","  96,540,429 ",0,180,260
03GRT011,SAMARANG,107.838335,-7.222777,SAMARANG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  29,019 ","  116,524,603 ",60,210,320
03GRT012,CIKAJANG,107.810011,-7.361065,CIKAJANG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  41,446 ","  122,784,725 ",90,130,320
03GRT013,BAYONGBONG_TSK,107.824056,-7.269528,BAYONGBONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  38,209 ","  96,911,018 ",0,70,250
03GRT014,LIMBANGAN_LIO,107.970031,-7.03926,BLUBUR LIMBANGAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  24,548 ","  88,661,839 ",90,180,300
03GRT016,SUKARATU,108.050443,-7.057053,MALANGBONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  20,822 ","  78,641,750 ",0,110,260
03GRT017,WANARAJA_TB,107.984599,-7.17521,WANARAJA,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  28,420 ","  131,508,038 ",50,210,300
03GRT018,CILAWU_TB,107.91909,-7.27551,CILAWU,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  28,420 ","  92,342,679 ",90,160,310
03GRT019,CIBATU_TB,107.981422,-7.100827,CIBATU,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  43,009 ","  110,646,994 ",40,120,270
03GRT020,PAMEUNGPEUK,107.735399,-7.639404,PAMEUNGPEUK,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  25,462 ","  95,732,163 ",30,150,240
03GRT021,CISURUPAN,107.792,-7.306,CISURUPAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  32,611 ","  113,773,863 ",65,170,340
03GRT022,CISOMPET_TB,107.8084,-7.5111,CISOMPET,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  32,824 ","  85,688,588 ",60,180,280
03GRT023,SINGAJAYA,107.9159,-7.4857,SINGAJAYA,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  13,346 ","  134,785,677 ",0,100,230
03GRT024,BUNGBULANG_TB,107.599,-7.4575,BUNGBULANG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  3,798 ","  115,367,127 ",60,135,230
03GRT025,BANJARWANGI_TB,107.9036,-7.44,BANJARWANGI,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  10,994 ","  79,858,736 ",0,180,240
03GRT026,BANYURESMI_TB,107.95189,-7.166416,BANYURESMI,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  41,337 ","  79,199,311 ",0,100,200
03GRT027,LEUWIGOONG_TB,107.9577,-7.0994,LEUWIGOONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  32,202 ","  83,103,215 ",10,130,205
03GRT028,SUKANEGLA,107.923111,-7.2495,GARUT KOTA,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  28,420 ","  82,643,883 ",130,215,310
03GRT029,CIBAREGBEG_TB,107.80119,-7.68019,CIBALONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  5,560 ","  88,945,265 ",70,115,300
03GRT030,CIKANDANG_TB,107.75317,-7.37097,CIKAJANG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  28,420 ","  86,320,965 ",90,230,340
03GRT031,CISADAAN_TB,107.72025,-7.39756,PAMULIHAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  36,212 ","  89,971,720 ",10,190,260
03GRT034,TERMINALGRT_PL,107.91482,-7.19231,GARUT KOTA,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  5,402 ","  40,699,713 ",90,190,250
03GRT035,PATARUMAN_GRT_TB,107.89293,-7.19821,TAROGONG KIDUL,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  14,562 ","  84,435,432 ",110,225,320
03GRT036,GARUTDPRD_TB,107.88802,-7.20763,TAROGONG KIDUL,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  85,652,398 ",0,180,270
03GRT037,LUMAYUNG_GRT_PL,107.91672,-7.2248,GARUT KOTA,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  31,049,654 ",40,110,330
03GRT038,SUDALARANG_GRT_PL,108.01078,-7.14383,SUKAWENING,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  97,166,271 ",120,200,340
03GRT039,KAMOJANG_GRT_PL,107.82681,-7.20842,SAMARANG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  61,100,504 ",75,140,315
03GRT040,RAYA_SELAAWI_GRT_ST,107.985657,-7.034889,BLUBUR LIMBANGAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  92,988,092 ",80,170,270
03GRT041,DUDEN_PUTRA_GRT_ST,108.000633,-7.182415,WANARAJA,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  46,256,024 ",20,110,185
03GRT042,CISEWU_TB,107.49796,-7.37341,CISEWU,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  19,185 ","  78,683,198 ",0,125,220
03GRT043,CIKELET_TB,107.67416,-7.61814,CIKELET,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  8,087 ","  45,488,695 ",50,120,320
03GRT044,SELAAWI_TB,108.01772,-7.00614,SELAAWI,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  20,340 ","  138,045,418 ",90,170,270
03GRT045,DEPOKPKJENG_TB,107.66275,-7.46024,PAKENJENG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  4,208 ","  80,009,506 ",80,140,330
03GRT047,MEKARMUKTI_TB,107.57,-7.54476,MEKARMUKTI,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  5,606 ","  82,075,045 ",15,150,250
03GRT048,SUKAWENING_TB,108.01232,-7.16098,SUKAWENING,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  40,787 ","  94,199,389 ",80,260,340
03GRT050,PENDEUY_TB,107.92106,-7.52199,PEUNDEUY,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  23,678 ","  136,547,575 ",0,180,240
03GRT052,KARANGPAWITAN_TB,107.945139,-7.209806,KARANGPAWITAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  35,148 ","  64,512,753 ",70,225,350
03GRT053,SUKANEGARA_TB,107.77789,-7.58195,CISOMPET,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  10,718 ","  45,327,415 ",40,180,260
03GRT057,GUPITAN,107.529,-7.43989,CARINGIN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  43,368 ","  103,420,875 ",70,210,330
03GRT058,RANCABUAYA_TB,107.49052,-7.52388,CARINGIN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  3,448 ","  99,018,032 ",95,170,355
03GRT059,WARUNGPEUTEY_GRT_TB,107.899553,-7.158419,TAROGONG KALER,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  12,626 ","  47,892,270 ",50,210,280
03GRT060,BINAKARYA_GRT_PL,107.97302,-7.14801,BANYURESMI,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  56,880,087 ",55,195,260
03GRT061,KALEDONG_TB,107.898165,-7.05631,KADUNGORA,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  18,720 ","  30,451,433 ",10,170,255
03GRT063,MEKARMULYA_TB,108.077917,-7.090472,MALANGBONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  28,420 ","  125,583,139 ",15,185,290
03GRT064,CANDI_CANGKUANG_TB,107.927139,-7.10325,LEUWIGOONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  30,592 ","  74,168,435 ",50,130,260
03GRT065,CIGUGUR_GRT_TB,107.83675,-7.394194,BANJARWANGI,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  48,131 ","  58,682,200 ",40,130,310
03GRT068,NDLBANJARWANGI_TB,107.88417,-7.4761,SINGAJAYA,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  24,045 ","  69,456,043 ",0,70,130
03GRT069,GG_H_GOFUR_GRT_GT,107.81263,-7.31931,CIGEDUG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  46,301,093 ",200,275,355
03GRT076,HEGARSARI_KADUNGORA_MT,107.874,-7.0921,KADUNGORA,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  18,815 ","  105,175,731 ",50,160,280
03GRT077,MARGAHAYUGARUT_TB,107.93376,-7.14329,LEUWIGOONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  22,176 ","  88,743,009 ",60,220,330
03GRT078,DANO_TB,107.84264,-7.1054,LELES,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  27,247 ","  101,584,848 ",90,180,270
03GRT079,LIMBANGAN_SELAAWI_TB,107.996,-7.0284,BLUBUR LIMBANGAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  27,423 ","  40,102,693 ",70,220,320
03GRT081,SUCINARAJA_TB,107.9906,-7.19872,SUCINARAJA,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  48,680 ","  101,094,918 ",50,180,280
03GRT082,ASTANA_GIRANG_PL,107.89462,-7.21967,TAROGONG KIDUL,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  9,383 ","  30,374,834 ",100,220,310
03GRT083,GARUT_SUKANEGLA_PL,107.91113,-7.2288,GARUT KOTA,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  12,233 ","  59,199,073 ",80,220,330
03GRT084,MEKARGALIH_PL,107.86013,-7.20557,TAROGONG KALER,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  15,658 ","  50,630,654 ",60,150,310
03GRT085,PAMEKARSARI_PL,107.91668,-7.17875,BANYURESMI,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  11,577 ","  26,486,995 ",105,250,355
03GRT088,SMPN2GRT_PL,107.89556,-7.20513,TAROGONG KIDUL,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  21,636 ","  65,142,054 ",135,210,330
03GRT089,PANGAUBAN_MT,107.779,-7.26563,CISURUPAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  20,188 ","  68,787,655 ",180,270,350
03GRT091,SIMPANG_GARUT_TB,107.78282,-7.35749,CISURUPAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  36,247 ","  82,820,348 ",40,210,320
03GRT092,RD_CIKAJANG_PAMEUNGPEUK_TB,107.8429,-7.449,CIKAJANG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  28,420 ","  107,534,800 ",90,220,290
03GRT093,CISANGKAL_TB,107.85793,-7.48863,CIHURIP,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  32,569 ","  74,282,086 ",60,150,210
03GRT094,TOMBLONG_TB,107.92017,-7.55586,PEUNDEUY,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  16,451 ","  98,352,824 ",50,160,350
03GRT095,MAROKO_TB,107.88061,-7.65627,CIBALONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  15,084 ","  118,186,264 ",30,170,310
03GRT098,RD_PAMEUNGPEUK_CIBAREGBEG_MT,107.7615,-7.66267,CIBALONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  3,363 ","  34,859,446 ",15,115,300
03GRT099,SUKAHAJI_BDG_PL,107.992,-7.12679,SUKAWENING,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  44,715 ","  111,510,955 ",80,210,330
03GRT100,ZAHWA_GRT_IB,107.78986,-7.2154,PASIRWANGI,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  50,940,489 ",10,110,280
03GRT101,LSBCIMAHI_GRT_MT,107.43029,-7.480969,CARINGIN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  36,665,707 ",135,200,300
03GRT106,SUKAJADI_TB,107.83645,-7.1914,TAROGONG KALER,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  18,163 ","  104,714,556 ",90,180,270
03GRT107,PAMALAYAN_ST,107.826,-7.28914,BAYONGBONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  24,565 ","  93,833,322 ",0,180,270
03GRT108,SADANGWANARAJA_PL,107.96,-7.20264,KARANGPAWITAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  17,645 ","  81,333,022 ",0,150,280
03GRT109,TANJUNGGALIH_PL,107.93097,-7.21706,KARANGPAWITAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  10,785 ","  67,612,422 ",20,180,280
03GRT110,MARGAWATI_PL,107.903,-7.25536,CILAWU,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  37,247 ","  97,095,653 ",30,140,240
03GRT111,CIGEDUG_PL,107.793,-7.32293,CISURUPAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  16,649 ","  106,327,101 ",30,135,235
03GRT113,MANCAGAHAR_TB,107.71,-7.64775,PAMEUNGPEUK,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  14,421 ","  75,598,921 ",15,190,275
03GRT114,PASIR_EUNTEUNG_XL,107.578083,-7.466528,BUNGBULANG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  28,420 ","  121,422,795 ",160,230,335
03GRT115,SKJ_LELES_MT,107.961,-7.12615,BANYURESMI,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,"  13,379 ","  74,739,394 ",125,245,320
03GRT133,TB_BARAYA_GRT_TB,107.89725,-7.10987,LELES,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  79,844,661 ",125,190,300
03GRT134,JAYA_BAKTI_GRT_PL,107.8941,-7.08367,KADUNGORA,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  93,596,491 ",35,140,300
03GRT137,GUNTUR_MELATI_GRT_MT,107.90489,-7.20833,TAROGONG KIDUL,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  52,579,435 ",145,285,350
03GRT138,SAMARANG_GRT_PL,107.83157,-7.24638,BAYONGBONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  59,563,775 ",90,250,350
03GRT139,CIGEDUG_RAYA_GRT_MT,107.8069,-7.34686,CIGEDUG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  87,292,438 ",165,255,355
03GRT140,KARYA_UTAMA_GRT_PL,107.80708,-7.28441,CISURUPAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  35,227,848 ",25,205,315
03GRT141,LEUWIGOONG_RAYA_GRT_PL,107.96513,-7.06565,CIBIUK,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  58,268,305 ",5,140,205
03GRT143,CIHUNI_RAYA_GRT_PL,107.99363,-7.16354,PANGATIKAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  78,274,692 ",75,145,230
03GRT146,NURUL_HIDAYAH_GRT_PL,108.06056,-7.01892,MALANGBONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  52,937,425 ",45,105,215
03GRT149,PAPANGGUNGAN_GRT_PL,107.769319,-7.368936,CIKAJANG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  72,357,576 ",70,245,310
03GRT151,MITRA_ABADI_GRT_ST,107.81718,-7.36647,CIKAJANG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  83,341,458 ",45,125,190
03GRT152,SITUGEDE_GRT_PL,107.96842,-7.19376,KARANGPAWITAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  61,763,538 ",40,105,210
03GRT153,FOKI_GRT_PL,107.84673,-7.21177,TAROGONG KALER,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  47,503,478 ",80,160,340
03GRT155,CILAUTEUREUN_GRT_PL,107.72983,-7.64504,PAMEUNGPEUK,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  43,478,820 ",160,255,330
03GRT156,GPANS_GRT_GH,107.882028,-7.279556,CILAWU,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  55,874,788 ",45,110,335
03GRT157,RINYUH_GRT_GT,108.03786,-7.05485,KERSAMANAH,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  89,323,018 ",0,125,250
03GRT158,CICADAS_LEWO_GRT_PL,108.05765,-7.03877,MALANGBONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  50,922,828 ",20,120,265
03GRT159,RANCABANGO_GRT_PL,107.86272,-7.19116,TAROGONG KALER,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  59,416,862 ",75,165,270
03GRT160,INSAN_SARI_GRT_MT,107.72588,-7.64145,PAMEUNGPEUK,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  56,366,259 ",45,240,345
03GRT161,BAETUROHIM_GRT_TB,107.85417,-7.26108,BAYONGBONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  49,697,754 ",90,215,270
03GRT162,MARINI2_GRT_PL,107.99028,-7.09389,CIBATU,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  75,957,579 ",340,105,210
03GRT163,RANCACIUNG_GRT_PL,108.017083,-7.02725,BLUBUR LIMBANGAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  77,777,329 ",75,160,300
03GRT164,CIPEUJEUH_GRT_PL,107.976361,-7.013556,BLUBUR LIMBANGAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  76,489,454 ",30,140,205
03GRT165,CIRAHAYU_GRT_MT,108.0892,-7.06846,MALANGBONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  38,121,458 ",85,150,340
03GRT167,LEBAKJAYA_GRT_TB,107.93393,-7.22515,KARANGPAWITAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  48,094,182 ",25,230,295
03GRT168,CIMURAH_GRT_ST,107.94808,-7.19715,KARANGPAWITAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  47,773,962 ",50,160,245
03GRT169,SIRNAJAYA_GRT_CM,107.786586,-7.293176,CISURUPAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  47,900,810 ",35,180,305
03GRT170,SUKARESMI_GRT_ST,107.81349,-7.26435,SUKARESMI,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  131,215,394 ",80,185,290
03GRT171,CIPANCAR_GRT_PL,107.8868,-7.09994,LELES,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  101,464,853 ",0,150,255
03GRT172,SINDANGGALIH_GRT_ST,108.03656,-7.16109,KARANGTENGAH,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  83,876,175 ",85,235,320
03GRT174,MUTHMAINNAH_GRT_MT,108.00378,-7.21882,SUCINARAJA,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  37,080,426 ",40,125,335
03GRT175,HARUMANSARI_GRT_PL,107.92861,-7.07263,KADUNGORA,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  31,369,474 ",5,180,270
03GRT176,SIMPEN_KALER_GRT_PL,107.92194,-7.02269,BLUBUR LIMBANGAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  83,494,399 ",60,170,320
03GRT177,PUNCAKPARI_GRT_ST,107.58537,-7.45291,BUNGBULANG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  57,004,481 ",90,160,20
03GRT178,CIKARAG_GRT_IB,108.10046,-7.08871,MALANGBONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  43,614,840 ",155,220,320
03GRT179,KERSAMANAH_GRT_PL,108.04122,-7.07747,KERSAMANAH,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  39,158,400 ",10,75,285
03GRT180,ALJUMHURIAH_GRT_TB,107.9719,-7.08799,LEUWIGOONG,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  43,294,140 ",85,215,325
03GRT181,SUKALILAH_GRT_PL,108.00189,-7.07088,CIBATU,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  42,556,673 ",100,200,280
03GRT183,JIDNI_GRT_PL,107.97228,-7.1131,CIBATU,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  68,100,743 ",10,140,275
03GRT184,DANGIANG_GRT_TB,107.7761,-7.3104,CISURUPAN,MC-GARUT,CW-WJ-TASGAR,TASIKMALAYA,WEST JAVA,  -   ,"  39,274,905 ",95,160,320
